,Agree,Total,Error Agree,Error Total,Agree Geva,Agree Error Geva,Total Geva
0,655,788,654,0,656,657,770
1,467,570,465,0,478,478,555
2,363,455,368,0,356,355,443
3,307,362,306,0,296,297,355
4,163,181,159,0,153,152,164
