,Agree,Total,Error Agree,Error Total,Agree Geva,Agree Error Geva,Total Geva
0,654,788,658,0,654,652,770
1,462,570,463,0,480,475,555
2,369,455,368,0,355,353,443
3,305,362,306,0,295,296,355
4,165,181,161,0,153,152,164
