,Agree,Total,Error Agree,Error Total,Agree Geva,Agree Error Geva,Total Geva
0,6568,7959,6582,0,6544,6475,7681
1,5034,6116,5031,0,4911,4880,5856
2,3703,4522,3684,0,3566,3524,4265
3,2414,2963,2402,0,2254,2225,2739
4,824,1038,824,0,685,675,826
