,Agree,Total,Error Agree,Error Total,Agree Geva,Agree Error Geva,Total Geva
0,7969,9521,7963,0,8062,7950,9341
1,5409,6527,5419,0,5453,5393,6405
2,4185,5039,4192,0,4202,4165,4964
3,3084,3677,3077,0,3062,3026,3648
4,796,930,796,0,810,801,928
