,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.34708333333333335,0.3895238095238095,0.4000000000000001,0.4180152671755725,0.3928225806451613,0.42028846153846156,0.39076923076923076,0.4308490566037736,0.35969696969696974,0.38849315068493157,0.34600000000000003,0.3073529411764706,0.29371428571428576,0.31866666666666676,0.27136363636363636,0.26749999999999996,0.29,0.23099999999999996,0.32399999999999995,0.42
1,0.40988888888888886,0.39992424242424246,0.4145121951219512,0.3925206611570247,0.41908450704225353,0.4131428571428571,0.40895833333333337,0.41493212669683255,0.40172588832487305,0.39850649350649353,0.4473636363636363,0.4128440366972476,0.423063063063063,0.40140625,0.3977631578947368,0.3650819672131147,0.4068354430379747,0.30057142857142854,0.25166666666666665,
2,0.3932608695652174,0.3789256198347107,0.37851485148514846,0.4152884615384615,0.3931182795698925,0.35593406593406596,0.37625,0.340375,0.34633333333333327,0.35719298245614034,0.30973684210526314,0.3722857142857143,0.2815384615384615,0.22384615384615386,0.1792857142857143,0.13866666666666666,0.09000000000000001,0.132,0.1475,
3,0.36772277227722766,0.39130434782608703,0.39549618320610697,0.3498333333333334,0.3471681415929203,0.34981481481481475,0.36337837837837844,0.29819672131147545,0.3387931034482759,0.29634615384615387,0.3280487804878049,0.295,0.31171428571428567,0.27749999999999997,0.24583333333333335,0.24625,0.16999999999999998,0.07,,
4,0.34926174496644297,0.35927631578947367,0.3381366459627329,0.3228651685393259,0.3297058823529412,0.34542372881355937,0.33487603305785124,0.33841584158415844,0.3621621621621621,0.3801754385964913,0.3484905660377358,0.3473809523809524,0.373265306122449,0.33214285714285713,0.2733333333333333,0.3683333333333334,0.3011764705882353,0.32333333333333336,0.366,
5,0.3549193548387098,0.3511538461538462,0.3421904761904762,0.3614189189189189,0.3746086956521739,0.39798076923076925,0.3326785714285715,0.3494444444444445,0.3519298245614035,0.3808333333333333,0.29604651162790696,0.2558974358974359,0.30470588235294116,0.24750000000000003,0.3567857142857144,0.33052631578947367,0.30454545454545456,0.365,0.36,
6,0.35876811594202895,0.36703125000000003,0.3885454545454546,0.405925925925926,0.3803614457831325,0.3395,0.35901639344262304,0.392280701754386,0.3633333333333333,0.36999999999999994,0.3586,0.3087719298245614,0.34755555555555556,0.3496153846153846,0.36599999999999994,0.46444444444444444,0.2955555555555555,0.3,0.43,0.44
7,0.29765957446808505,0.2770754716981133,0.2626744186046512,0.2876056338028168,0.2624137931034483,0.25662162162162167,0.293921568627451,0.25645833333333334,0.24627450980392152,0.21499999999999997,0.2482608695652174,0.26849999999999996,0.3109677419354838,0.219375,0.2915,0.30500000000000005,0.39,0.39999999999999997,0.27999999999999997,
8,0.3285294117647059,0.33820895522388056,0.33782608695652167,0.3259016393442623,0.35533898305084743,0.3399253731343284,0.32446601941747566,0.3229268292682927,0.304625,0.33413793103448275,0.30222222222222217,0.32268292682926825,0.23814814814814814,0.2523076923076923,0.18307692307692308,0.203,0.18285714285714286,0.1975,0.19,
9,0.287962962962963,0.292979797979798,0.32547368421052636,0.33035714285714285,0.3262173913043479,0.2698918918918919,0.29831578947368426,0.271055900621118,0.26891025641025645,0.2772661870503597,0.2684848484848485,0.24658227848101272,0.21604651162790703,0.17492753623188406,0.21525,0.21733333333333335,0.26692307692307693,0.1895,0.15625,
10,0.35067114093959734,0.3485034013605442,0.3431034482758621,0.30240310077519383,0.2955454545454545,0.2628925619834711,0.28229166666666666,0.2810377358490566,0.25269230769230766,0.25029411764705883,0.22763157894736843,0.24835820895522395,0.20685714285714288,0.21605263157894739,0.2592105263157894,0.33687500000000004,0.23476190476190475,0.19357142857142856,0.295,
11,0.35916666666666663,0.34408888888888883,0.35170731707317077,0.32945205479452055,0.38458598726114646,0.37878048780487805,0.31523809523809526,0.29774647887323946,0.2974045801526718,0.2876415094339623,0.31119402985074623,0.29786885245901645,0.3225396825396825,0.37,0.3631818181818182,0.4250000000000001,0.5175000000000001,0.3916666666666666,,
12,0.2446153846153846,0.3265714285714286,0.30105263157894735,0.2769117647058823,0.25695121951219513,0.29500000000000004,0.21532258064516133,0.24589285714285714,0.2908823529411765,0.25370370370370365,0.2122222222222222,0.21074074074074076,0.20916666666666664,0.19473684210526315,0.13695652173913042,0.12777777777777777,0.14600000000000002,0.16666666666666666,0.13,
13,0.24061855670103097,0.2869512195121951,0.30480519480519486,0.31356435643564357,0.2926666666666667,0.28606060606060607,0.21197674418604656,0.27019230769230773,0.2897222222222222,0.28159090909090917,0.31521739130434784,0.31849999999999995,0.3375,0.17956521739130438,0.2976190476190476,0.3885,0.3675,0.14800000000000002,0.25333333333333335,0.35000000000000003
14,0.2887765957446809,0.32942528735632187,0.3120833333333334,0.3658381502890174,0.3357926829268293,0.3222448979591837,0.3145631067961165,0.33859813084112156,0.31182926829268287,0.28169230769230774,0.27728813559322035,0.31258620689655175,0.29204545454545455,0.2597727272727273,0.2351219512195122,0.20249999999999996,0.24769230769230768,0.3592,0.2835,0.2066666666666667
15,0.34823008849557524,0.2965986394557823,0.3364179104477612,0.3143410852713179,0.3216239316239317,0.34422680412371137,0.3068235294117647,0.3381967213114753,0.265,0.29093023255813955,0.22897435897435897,0.25911764705882356,0.24789473684210522,0.22727272727272724,0.20555555555555557,0.24312499999999998,0.284,0.23454545454545456,0.2866666666666667,
16,0.3570967741935484,0.35042253521126754,0.31524193548387097,0.3543262411347518,0.3494949494949496,0.3277777777777778,0.35575342465753423,0.40562499999999996,0.33258064516129027,0.300655737704918,0.2978947368421052,0.31616161616161614,0.3483529411764706,0.30414285714285716,0.31421052631578944,0.4160493827160494,0.4576271186440678,0.43409090909090914,0.4670370370370371,0.505
17,0.3970446735395189,0.4182824427480916,0.3768926553672317,0.4078235294117647,0.4181420765027323,0.4152205882352941,0.30900000000000005,0.33899159663865547,0.37803418803418803,0.3252873563218391,0.3051515151515151,0.4190666666666667,0.42666666666666664,0.29826923076923073,0.2676470588235294,0.26857142857142857,0.175,0.1841666666666667,0.19,0.19
18,0.2978431372549019,0.3144897959183674,0.3098581560283688,0.3104285714285714,0.2691338582677165,0.2435294117647059,0.31026315789473674,0.27378378378378376,0.2549230769230769,0.2770270270270271,0.2880952380952381,0.25880000000000003,0.2735483870967742,0.2090909090909091,0.21363636363636368,0.19944444444444442,0.19347826086956518,0.27625,0.19714285714285712,0.23500000000000001
19,0.34818681318681316,0.33284916201117315,0.32712418300653595,0.3541279069767441,0.31698113207547174,0.34889570552147237,0.392514619883041,0.3857553956834533,0.3217272727272728,0.3417757009345794,0.39714285714285724,0.30759259259259264,0.29824561403508776,0.38739130434782615,0.2996774193548387,0.3514285714285715,0.35034482758620694,0.48809523809523825,0.5492307692307693,0.554
20,0.32362318840579707,0.2776470588235294,0.31568181818181823,0.3195454545454546,0.3021875,0.3423333333333333,0.3007843137254902,0.34185185185185185,0.25999999999999995,0.3148387096774193,0.3315151515151515,0.2908823529411765,0.318421052631579,0.37538461538461537,0.3166666666666667,0.4026666666666667,0.4714285714285714,0.28700000000000003,0.46749999999999997,0.48
21,0.32988764044943825,0.3726153846153846,0.35049180327868856,0.32875,0.29629629629629634,0.27327272727272733,0.27708333333333335,0.2512244897959184,0.26282608695652177,0.34,0.35529411764705887,0.31666666666666665,0.3668181818181818,0.33999999999999997,0.31764705882352945,0.39520000000000005,0.354,0.27,0.485,0.64
22,0.2469918699186992,0.24340909090909094,0.2768627450980392,0.26255102040816325,0.22848484848484849,0.2088709677419355,0.19950617283950614,0.23054054054054057,0.24592105263157896,0.2968181818181818,0.2870786516853932,0.33835616438356164,0.3044615384615385,0.25171428571428567,0.2156521739130435,0.1825,0.15888888888888889,0.192,0.13,0.1
